freqs,times,roi,power,degree,coreness,efficiency
59.0,0,a1,2.2516727,1.57616,1.8959067,1.4861867
59.0,0,a7B,-1.4853916,-0.29275048,-1.7772834,0.3519099
59.0,0,AIP,0.7775742,-0.42760596,-1.0808905,0.2745022
59.0,0,a5,0.9652479,-0.43118975,-1.2521077,-0.8131635
59.0,0,TPt,-0.24029058,-0.030870097,1.1439786,0.14599243
59.0,0,a7A,0.41492558,0.034208942,0.14946306,-0.88635415
59.0,0,V4t,0.293533,0.5430919,1.6643375,1.1761853
59.0,0,DP,-0.6537956,-2.465391,0.46355703,-0.587952
59.0,0,MT,1.2396871,1.0121558,-1.071273,0.0064132083
59.0,0,V6A,0.08079501,-0.2627793,0.14400941,-0.3445117
59.0,0,PIP,0.77982664,-0.56127185,-0.7851589,-2.021816
59.0,0,V2,-1.0195917,-0.75336367,-1.3537498,-1.1101013
59.0,0,V1,-0.50186545,-2.9728734,-0.48882532,-1.5696168
59.0,0,LIP,-1.1974274,-1.0327771,-0.35813284,-0.7807976
59.0,0,a24c,-0.7783198,-0.6340013,-0.6160102,-2.6156466
59.0,0,STPc,-0.2903172,-2.6206665,-0.88695484,-0.75654775
59.0,0,VIP,0.094077565,1.466252,-0.83112836,0.45353445
59.0,0,Thal,0.16703585,-0.8217053,-1.1258535,1.9620823
59.0,0,MST,-0.76241076,-0.21018001,-0.75749004,-0.77532595
59.0,0,a46V,0.60502535,1.6147778,-0.48278838,1.4601169
59.0,0,Putamen,-1.5809844,0.042236213,0.53522843,-0.944741
59.0,0,Ins,0.2473632,-0.115868576,0.8708971,-0.7714482
59.0,0,Caudate,-1.0551866,-1.398174,-0.18155035,0.10967873
59.0,0,a7op,-0.3669193,-0.64825916,-0.39303768,-2.5125377
59.0,0,MB,-0.70948535,-1.2534915,-1.4373918,-0.39182696
59.0,0,a32,0.081017725,-1.8974265,-0.09726313,-2.2476568
59.0,0,MIP,0.19488487,0.028598942,1.1723847,-1.2957556
59.0,0,a13,-0.229668,-2.2542706,-1.4094709,-2.048312
59.0,0,V4,1.5198284,-1.1280262,-2.2235634,-1.0412182
59.0,0,V3,-0.19164091,0.68531734,-0.52950174,1.5520895
59.0,0,a11,-1.1764557,-0.7563309,-0.19515383,-0.8466893
59.0,0,a45A,0.88543814,-0.37534308,-0.4594158,1.0456407
59.0,0,a24D,0.52309,0.7316501,1.2925338,-0.90081567
59.0,1,a46D,1.6146395,-0.69757724,0.8647472,-0.47440532
59.0,1,a8B,-1.1661063,0.97019106,0.21106187,2.038138
59.0,1,F6,1.1047729,-0.46729508,-0.18944383,-1.4892564
59.0,1,a9/46D,1.8267927,-0.011388699,0.13251561,0.4856611
59.0,1,a8M,0.8667749,-0.12871067,1.9829472,0.6466707
59.0,1,F7,2.038279,0.5246964,0.19907169,0.34683442
59.0,1,a8r,1.3680317,0.012315167,-0.35051987,1.3209249
59.0,1,a8L,4.9655986,0.6495154,1.2942095,-0.75581783
59.0,1,F2,1.550619,0.42223752,1.6895732,0.6668874
59.0,1,a44,0.73397654,0.5885527,1.1533831,-0.4964695
59.0,1,F1,0.8304593,3.712235,3.4090843,2.3383038
59.0,1,a3,-0.534112,1.6160429,0.30982748,1.6607143
59.0,1,a2,1.2803324,1.5504003,2.2548418,1.1542476
59.0,1,a1,0.37719834,0.64276767,0.22972885,0.1508476
59.0,1,a7B,0.35902825,0.73434836,0.4464833,-0.21201056
59.0,1,AIP,1.8410064,0.9130952,1.2576687,1.3916633
59.0,1,a5,-2.8858688,1.0936075,1.6073126,2.7263238
59.0,1,TPt,-0.04328755,1.025491,1.4872749,0.22969906
59.0,1,a7A,2.0979128,2.4342237,0.99580956,1.9965138
59.0,1,V4t,2.8883903,1.7079668,1.5377042,0.95483327
59.0,1,DP,2.3638616,2.2891824,2.1595483,1.3765604
59.0,1,MT,4.1237,1.4080948,1.1422669,1.3198729
59.0,1,V6A,1.612794,2.158362,1.0383241,1.0015227
59.0,1,PIP,1.7686523,0.04395062,-1.1763263,-0.08217078
59.0,1,V2,8.8131695,4.0803733,2.862451,3.199956
59.0,1,V1,10.280027,4.5184293,2.77205,5.9509625
59.0,1,LIP,3.0607247,0.7106601,0.12175767,0.102821365
59.0,1,a24c,-0.05862326,-0.24041182,0.9652107,0.73366094
59.0,1,STPc,1.708553,1.4738299,2.47782,2.2004237
59.0,1,VIP,-0.2523123,-0.6411748,-1.701502,-1.4199905
59.0,1,Thal,-0.35420972,-0.032576606,-1.6066122,0.93664527
59.0,1,MST,2.040512,-0.96842295,-2.96583,-0.99527323
59.0,1,a46V,3.2261834,-1.5416186,-0.8635396,-1.7839068
59.0,1,Putamen,-0.5829447,-1.1593603,-0.6786043,-1.2195807
59.0,1,Ins,-0.6655924,0.15387286,-0.2099743,0.01019578
59.0,1,Caudate,0.45480093,1.5461416,0.26693335,1.2597438
59.0,1,a7op,-0.1616123,0.8332111,1.1808212,0.5823034
59.0,1,MB,0.7298369,0.52658737,-0.6134534,1.7759577
59.0,1,a32,-0.6281036,-0.6776813,0.91118807,-1.1773226
59.0,1,MIP,0.90580606,0.115421616,0.5599161,0.37726676
59.0,1,a13,-0.093540154,1.149176,-0.0998989,0.9155539
59.0,1,V4,1.5644346,0.17294161,-0.35967278,-1.6550305
59.0,1,V3,5.0040812,0.73096156,0.53894633,0.8666243
59.0,1,a11,1.4321154,-1.6746867,-0.08320165,-0.5561356
59.0,1,a45A,-0.60750705,-0.7532115,-2.4928632,-2.010882
59.0,1,a24D,-2.8450007,-4.9885187,-2.4708729,-1.5668634
59.0,2,a46D,1.8044083,-0.64622945,0.17477001,0.034936655
59.0,2,a8B,1.1002251,0.6990762,2.9160001,0.6960776
59.0,2,F6,-0.06152204,1.3171026,0.71482915,0.7868208
59.0,2,a9/46D,0.8284111,0.2621512,0.39463097,1.1155375
59.0,2,a8M,0.38187602,1.9467416,2.433593,0.8873976
59.0,2,F7,0.93932325,-0.11798304,1.713372,0.5575484
59.0,2,a8r,2.5681202,0.2541829,0.92130476,-0.19915172
59.0,2,a8L,3.973174,1.1488942,2.5548255,1.6296655
59.0,2,F2,0.8138483,1.7443805,2.361359,2.2457213
59.0,2,a44,0.21124503,0.7942091,1.2881296,-0.30147073
59.0,2,F1,0.98412025,1.2853526,2.4349582,0.21759638
59.0,2,a3,1.6111174,0.47923356,3.353018,1.3979892
59.0,2,a2,3.0777605,0.77498984,2.4846497,1.462704
59.0,2,a1,-0.60994065,0.73514944,-0.32506654,0.9477639
59.0,2,a7B,0.16487633,1.9499412,1.4555949,1.368259
59.0,2,AIP,1.529898,0.093168326,1.5281405,-0.50080574
59.0,2,a5,2.2704203,2.0391712,2.69079,3.033499
59.0,2,TPt,-0.089697815,0.49642354,0.5750319,0.9597966
59.0,2,a7A,0.40692955,2.2397995,1.4056687,1.0214615
59.0,2,V4t,1.5452458,1.7954433,1.1767749,2.4083655
59.0,2,DP,1.3868005,2.328457,1.8196132,0.7316555
59.0,2,MT,2.7371285,3.85644,2.1362224,2.8498259
59.0,2,V6A,0.9374239,1.6634399,2.4499135,1.9686372
59.0,2,PIP,1.1478503,-0.33751512,-1.077986,0.07065242
59.0,2,V2,10.681174,5.302383,2.599955,4.0066533
59.0,2,V1,15.848916,8.191164,4.0218496,6.5906115
59.0,2,LIP,2.6323657,0.41902792,0.5304496,0.29324052
59.0,2,a24c,-0.24456082,-0.2830144,0.7755261,-0.73952496
59.0,2,STPc,1.4456636,1.2141793,0.99531364,1.572126
59.0,2,VIP,0.6438588,0.38402474,0.77789646,0.37192562
59.0,2,Thal,-0.4945059,1.4381801,1.6179777,-0.4203326
59.0,2,MST,0.65128094,0.2446601,0.5861947,1.4781533
59.0,2,a46V,2.1332648,-0.8936542,-1.8368815,-2.370216
59.0,2,Putamen,1.4447726,0.9942529,-0.60982555,1.7538599
59.0,2,Ins,0.75012165,1.1796963,0.010467784,1.2726206
59.0,2,Caudate,0.67450494,-0.7631363,-0.11705499,-0.8530735
59.0,2,a7op,0.9681618,-0.08286161,0.109439135,0.7702656
59.0,2,MB,-0.0036123148,-1.6951654,0.7096308,-0.12063253
59.0,2,a32,-2.1414158,0.5124915,-0.15291448,-0.30873337
59.0,2,MIP,-0.8951245,-2.0557876,-1.386831,-1.3652709
59.0,2,a13,0.96261024,0.2753089,1.0142771,0.19099182
59.0,2,V4,1.2395495,0.8011624,0.61984456,-0.8171918
59.0,2,V3,4.758548,1.5827296,-0.47688562,1.4757674
59.0,2,a11,0.72526443,-0.6857451,0.003314446,-1.7327439
59.0,2,a45A,0.24689129,-2.6928928,-3.1633,0.3359283
59.0,2,a24D,0.12690069,-1.1421673,-1.9529562,-0.60441566
59.0,3,a46D,1.5477405,-0.4896908,0.99529046,1.0175179
59.0,3,a8B,0.5655281,0.5791381,0.024781141,1.219884
59.0,3,F6,-2.528346,0.5761648,0.4458917,-0.2195121
59.0,3,a9/46D,-0.57183856,-1.8012317,0.9497352,-1.7999525
59.0,3,a8M,-1.2343376,1.4185272,-0.17321798,1.1297317
59.0,3,F7,1.8868735,1.6301657,1.8213774,1.6388322
59.0,3,a8r,-0.32368392,-1.4890885,0.22759913,0.8468248
59.0,3,a8L,1.2541537,1.6350222,1.3512329,1.9723195
59.0,3,F2,1.6794598,1.6757998,1.3378302,1.2068654
59.0,3,a44,0.14255205,-0.8225353,-0.4794601,-1.5801396
59.0,3,F1,0.4322317,-0.5660584,-0.26675898,0.09565006
59.0,3,a3,1.3292321,0.998501,0.82640755,2.130598
59.0,3,a2,0.7613013,0.9954487,-0.08451954,1.5261211
59.0,3,a1,-0.10898497,-0.14057994,0.3137368,2.033668
59.0,3,a7B,-0.21803918,1.4243182,1.0180207,1.1088954
59.0,3,AIP,0.17682073,0.5479038,1.1498363,0.95710707
59.0,3,a5,-0.27629784,2.0024822,2.512429,3.7453618
59.0,3,TPt,-1.6412454,-0.55484575,0.9025806,-0.4192763
59.0,3,a7A,-1.3425125,-0.085026145,-0.3489867,-0.08765311
59.0,3,V4t,0.030586742,2.9212973,0.022003517,0.70932424
59.0,3,DP,1.9027363,1.9115529,-0.4312114,1.4378401
59.0,3,MT,1.4919589,3.6143634,1.9987075,2.5700033
59.0,3,V6A,2.0403569,-0.45209572,1.0074927,1.2429756
59.0,3,PIP,0.663923,1.2796233,-0.42285556,0.5063035
59.0,3,V2,7.2911954,4.2582536,1.7057637,2.4017713
59.0,3,V1,5.4062715,4.0184593,3.373998,3.5138936
59.0,3,LIP,1.3745593,0.42073372,0.081894316,0.9700776
59.0,3,a24c,-0.1642213,0.4814507,-0.039014,1.3129306
59.0,3,STPc,1.8811167,1.5672294,2.2405767,2.1098244
59.0,3,VIP,1.816589,-0.72498405,-1.03914,-0.23542573
59.0,3,Thal,-1.1618606,-0.13299745,-0.59826195,0.9882709
59.0,3,MST,-0.2556297,0.5949717,0.66891485,0.27939734
59.0,3,a46V,0.11010809,-0.4013154,-2.2852774,-0.3453004
59.0,3,Putamen,-1.1882286,0.119494274,-1.581915,-0.6079905
59.0,3,Ins,0.60179937,1.1161848,0.859916,0.6396303
59.0,3,Caudate,-1.0683401,-0.43889025,-1.0554813,-0.57602817
59.0,3,a7op,-1.6074058,-0.19308478,-1.0656596,-0.2767065
59.0,3,MB,0.6253084,1.3668453,1.507374,0.38448536
59.0,3,a32,-2.355523,-1.8533698,-1.6087208,-1.3829066
59.0,3,MIP,0.53497237,-0.5079724,-0.31812808,0.03169857
59.0,3,a13,-0.5996653,0.39073175,-0.0036987525,-0.6291086
59.0,3,V4,1.5818582,0.41980144,0.20878592,0.36495402
59.0,3,V3,1.0302024,0.33328873,0.0022332312,0.10557131
59.0,3,a11,1.6691291,-0.9393679,1.6627779,-1.293568
59.0,3,a45A,1.8076848,-0.10514518,-1.6253778,0.30526763
59.0,3,a24D,0.016584476,1.1535879,0.686011,0.74856144
59.0,4,a46D,0.059133288,-0.80509007,-0.6608876,-0.89630365
59.0,4,a8B,0.118844464,-0.35573992,-0.40363798,0.52011645
59.0,4,F6,0.84732723,2.1741292,1.265605,1.5990578
59.0,4,a9/46D,-0.48976964,1.4981705,0.31807134,1.4435204
59.0,4,a8M,0.14178228,0.20411196,0.43243787,-0.6979554
59.0,4,F7,1.1084106,0.941349,0.13559908,0.48924914
59.0,4,a8r,-0.041061055,-0.59543955,-0.953611,-0.21618979
59.0,4,a8L,1.5109774,0.42434946,-0.28035778,-1.9435377
59.0,4,F2,0.9407123,-0.25297388,0.31931603,-0.16078715
59.0,4,a44,0.5310828,1.2851741,0.9664104,1.3793705
59.0,4,F1,0.8773495,0.76741636,-0.33267766,0.5049333
59.0,4,a3,1.1548767,0.04886319,0.20119028,-0.5750859
59.0,4,a2,-0.18458354,0.99909955,0.9207919,0.06337254
59.0,4,a1,2.2179832,2.1830363,1.4170184,2.2419748
59.0,4,a7B,0.66401523,-2.2961106,0.20334464,-1.3556651
59.0,4,AIP,2.0361347,-0.30821708,0.07061447,-0.14375529
59.0,4,a5,1.2015749,2.311626,-0.06103685,0.44371042
59.0,4,TPt,-0.8167868,0.45643443,-0.12877889,0.6496484
59.0,4,a7A,0.99658465,1.0830576,-1.3756285,-1.2744137
59.0,4,V4t,1.5118595,-0.7805415,0.07831293,1.6223505
59.0,4,DP,2.211716,0.428809,0.19902417,0.5255517
59.0,4,MT,2.7888014,0.8395061,1.0330806,0.45782056
59.0,4,V6A,1.3330642,2.5311174,0.73169655,1.1452498
59.0,4,PIP,0.21613519,-0.2317038,-3.52222,-0.2098567
59.0,4,V2,8.006309,2.1864212,-0.027247282,0.5622828
59.0,4,V1,7.873687,3.561757,1.2396518,3.8473594
59.0,4,LIP,2.9649532,-0.6260211,-1.1342218,-0.16609524
59.0,4,a24c,-0.7741429,1.3526219,0.9809952,0.85440713
59.0,4,STPc,1.5897748,-0.7284187,0.8834502,-0.8551647
59.0,4,VIP,1.0352504,-0.2020403,1.2697335,-1.2029259
59.0,4,Thal,0.46028104,0.8389172,0.56563777,0.7808891
59.0,4,MST,0.95999104,0.15418765,-0.13030106,-0.016017262
59.0,4,a46V,1.3459942,0.73002636,0.065846615,0.7757476
59.0,4,Putamen,-1.743502,-3.4561384,-0.85000986,-1.3384445
59.0,4,Ins,0.48266464,-1.0651485,-2.7015355,-0.34576133
59.0,4,Caudate,-0.31131148,0.27945516,1.4080111,-0.50088793
59.0,4,a7op,-0.8735215,0.6299893,0.5132503,1.19366
59.0,4,MB,-0.37084123,1.3860774,-0.4549612,1.1188885
59.0,4,a32,1.0321866,0.47799724,0.7715602,-0.12540129
59.0,4,MIP,0.16008715,0.52917445,-0.336382,-0.31763205
59.0,4,a13,-1.6169287,-0.5273911,-0.42346352,-0.9794317
59.0,4,V4,0.120423034,-0.11100003,-0.42491695,-0.8390536
59.0,4,V3,4.7971735,-1.1786265,-0.77844983,-2.116199
59.0,4,a11,1.1499352,-0.24068157,0.29636666,-1.1950939
59.0,4,a45A,1.5445349,0.7679381,-0.10279334,0.5418225
59.0,4,a24D,0.6794107,-1.0345896,-0.1270568,-0.91587645
67.0,0,a46D,-0.38412374,-0.8057066,-1.3854117,-0.5252107
67.0,0,a8B,-0.009627375,2.0917563,2.7736702,0.9769649
67.0,0,F6,-0.18435183,0.55826086,0.8350638,0.05846546
67.0,0,a9/46D,-0.9466293,-1.0764198,-0.58448684,-0.8777739
67.0,0,a8M,1.5601916,0.8598842,1.0175823,0.44618705
67.0,0,F7,0.3331629,1.0113723,-1.1585665,-0.30259076
67.0,0,a8r,-0.89681154,-0.4882923,-1.2686973,0.6593587
67.0,0,a8L,-2.3502429,0.6409868,1.6710889,0.9615306
67.0,0,F2,-1.2184108,-1.1164013,-1.432776,-1.424411
67.0,0,a44,-0.9632157,-0.8211834,0.5177304,-2.414798
67.0,0,F1,2.1391313,1.0012994,1.1666914,2.294833
67.0,0,a3,-0.8845287,0.859654,0.7992346,0.6756992
67.0,0,a2,0.6093888,2.669663,1.6062834,1.4675368
67.0,0,a1,0.92419416,-0.09079357,0.81788796,1.7246435
67.0,0,a7B,-1.6644757,-0.61122465,0.5145425,0.14870691
67.0,0,AIP,0.0007806609,0.33042255,0.8631911,0.5372019
67.0,0,a5,-0.76298696,0.10273312,-0.47579646,-0.17186485
67.0,0,TPt,-0.13271391,0.32889727,-1.0520139,0.5854453
67.0,0,a7A,-0.82297856,0.14900549,0.41026056,-0.10845873
67.0,0,V4t,1.1839468,-1.2436608,0.2659854,0.5177812
67.0,0,DP,1.2416191,1.282657,1.689217,1.5875031
67.0,0,MT,-1.2650965,0.9280593,-2.8091083,-0.59844905
67.0,0,V6A,-0.047325976,-1.6147705,0.107026756,-0.9661499
67.0,0,PIP,-0.21163382,0.72379106,-1.1074923,0.79619426
67.0,0,V2,0.6912608,1.5197613,0.176049,-0.41057932
67.0,0,V1,-0.40050247,-0.75025797,-0.68018997,-0.2476091
67.0,0,LIP,-1.3087934,-0.5278621,-0.43390617,0.48941112
67.0,0,a24c,-0.9591461,-0.72507757,0.0858986,-1.4583573
67.0,0,STPc,0.12402455,1.2254288,-3.0330653,1.3911753
67.0,0,VIP,-0.17149177,-2.6678483,-1.1067852,-2.178731
67.0,0,Thal,-2.4427273,0.19334958,0.8909913,-0.12937972
67.0,0,MST,-0.22769104,0.97254276,-0.73042035,-1.0330347
67.0,0,a46V,-0.8623444,0.1421352,1.3850037,0.6596308
67.0,0,Putamen,-0.6545953,-3.2463915,-0.19104676,-2.88069
67.0,0,Ins,-1.7977998,-1.2046503,-0.28955004,0.3373515
67.0,0,Caudate,-0.45281214,-0.20656002,0.14733358,-0.9403228
67.0,0,a7op,-1.002223,-0.47960928,1.458287,-0.6030763
67.0,0,MB,-1.6167833,1.0219747,-1.0200922,0.94222766
67.0,0,a32,0.2581974,-0.109765366,-1.3830433,-0.8299784
67.0,0,MIP,0.45392716,0.627036,0.19516967,1.129129
67.0,0,a13,-0.70838284,-0.24591905,-0.755405,-0.38364798
67.0,0,V4,-0.9431605,-0.9805915,-0.98136127,-0.7284563
67.0,0,V3,-0.5989916,0.0031707578,-1.6205072,1.0733343
67.0,0,a11,0.23011144,0.46577743,0.2469103,1.3552927
67.0,0,a45A,0.4503573,1.8927871,1.1220654,1.3814688
67.0,0,a24D,-0.15294501,-0.47150266,-0.5792733,0.42953295
67.0,1,a46D,2.1618679,1.6065586,2.371114,0.5471933
67.0,1,a8B,0.21166363,0.17561604,0.9596304,0.37888575
67.0,1,F6,0.5968941,0.5275405,1.1822268,1.6114503
67.0,1,a9/46D,1.1217021,0.9911651,0.5880566,1.7630515
67.0,1,a8M,1.6749847,1.640665,2.0512633,1.8739138
67.0,1,F7,0.34998873,1.9553527,1.6306126,1.4020011
67.0,1,a8r,1.3410774,-0.086523645,0.09696409,0.89003694
67.0,1,a8L,5.149171,1.7481624,2.623111,2.7594473
67.0,1,F2,0.95394045,0.49351314,1.7838138,0.9970131
67.0,1,a44,-0.28490272,0.0046491185,0.11651978,-1.1735626
67.0,1,F1,0.1911033,0.961729,0.19471991,1.0939046
67.0,1,a3,1.2769984,-0.18557477,0.102770604,1.4800398
67.0,1,a2,0.8624545,1.3018409,3.4796824,2.8923092
67.0,1,a1,0.75828177,2.023616,1.3034326,2.53792
67.0,1,a7B,0.32344255,0.5524506,1.1867933,0.8296382
67.0,1,AIP,1.5370607,0.8329166,1.1657993,-0.15790245
67.0,1,a5,-2.075973,1.1242763,1.3693136,0.22532888
67.0,1,TPt,0.7168557,0.18474014,0.713365,1.2385732
67.0,1,a7A,1.5871087,2.1731086,1.897914,2.22098
67.0,1,V4t,3.2730732,2.9666154,2.5950181,2.922548
67.0,1,DP,2.1165655,4.0282454,1.0500442,2.6671739
67.0,1,MT,3.6024375,2.7674894,2.0891619,1.3371724
67.0,1,V6A,0.90275604,-0.31900606,-0.7067892,-0.3308051
67.0,1,PIP,0.97856015,2.8113282,-0.45882952,2.7895646
67.0,1,V2,8.89058,6.385659,3.5493908,4.5033965
67.0,1,V1,9.933216,8.266393,3.99236,7.5390244
67.0,1,LIP,1.7133822,2.5539122,0.51176655,1.3216158
67.0,1,a24c,0.105386,0.94474447,1.6901067,0.82198083
67.0,1,STPc,1.8730236,1.4018177,1.1428772,1.1897488
67.0,1,VIP,1.302814,-0.35824186,-0.835239,-0.93663347
67.0,1,Thal,1.3643774,0.24450138,0.46288002,0.36094353
67.0,1,MST,2.2523367,1.3770024,1.0069444,1.4748894
67.0,1,a46V,2.281903,-0.26592207,0.12538609,0.62584734
67.0,1,Putamen,-1.4766461,0.13886209,0.75949985,-0.5852884
67.0,1,Ins,0.46722898,2.112425,0.5500459,2.072845
67.0,1,Caudate,-0.93470055,-1.3426574,-1.3173271,0.046425562
67.0,1,a7op,0.008550735,1.7178595,2.4223728,2.4669359
67.0,1,MB,0.7511261,-0.006464411,-2.1997204,-0.52779806
67.0,1,a32,-0.14162256,-1.5444385,-0.18710198,-1.4064476
67.0,1,MIP,-0.14330472,0.57171094,-0.4171197,0.21137847
67.0,1,a13,1.5440205,0.76261514,0.027341833,0.5229485
67.0,1,V4,1.5212681,0.68231565,-0.52038646,0.5271895
67.0,1,V3,7.1076384,2.0705888,-0.9279893,1.0349871
67.0,1,a11,1.9351214,-0.20406854,-0.7409099,-2.505908
67.0,1,a45A,1.6262089,1.1865801,-0.07199596,0.49518454
67.0,1,a24D,0.71403825,-0.5265557,-1.9254353,-1.7441493
67.0,2,a46D,1.8753358,-2.3624902,1.8115358,-3.388326
67.0,2,a8B,0.15798448,0.197773,1.5826668,2.3123934
67.0,2,F6,1.2055517,0.4651657,1.0570863,-0.27018723
67.0,2,a9/46D,0.9649004,2.2440717,0.6455665,1.8918586
67.0,2,a8M,1.0542907,2.5958893,1.8148372,2.0271032
67.0,2,F7,1.7332189,0.7752724,1.8120198,2.1615045
67.0,2,a8r,1.2491176,1.0190198,0.96543133,-0.6097404
67.0,2,a8L,4.7706647,0.49187434,0.9694099,-0.23914056
67.0,2,F2,1.2358062,2.7079813,2.5906627,2.6323345
67.0,2,a44,-0.77659315,0.71688944,2.0827496,0.28466707
67.0,2,F1,-0.15436636,1.1441423,-0.47028297,1.762907
67.0,2,a3,2.0551934,1.9015877,2.684019,1.7374125
67.0,2,a2,2.104541,2.5117383,2.764939,2.9042468
67.0,2,a1,1.8935235,1.4324632,1.4457653,1.815405
67.0,2,a7B,1.3001405,2.6214256,2.1307044,1.6680652
67.0,2,AIP,0.656985,-0.8413169,1.6642112,0.5808662
67.0,2,a5,1.7925128,1.0746768,1.123838,0.96470296
67.0,2,TPt,-1.8164264,0.23845603,-0.16900823,0.8024533
67.0,2,a7A,1.1909351,1.9203881,1.6186264,1.4785469
67.0,2,V4t,0.8504568,3.7543073,3.3516269,3.1337433
67.0,2,DP,3.6444755,4.3267565,3.6243925,4.2644563
67.0,2,MT,3.1523314,4.1928225,3.3767347,3.6186097
67.0,2,V6A,0.5952976,2.2032664,1.1291436,2.10355
67.0,2,PIP,1.2119068,1.8865616,-0.30220053,0.34265485
67.0,2,V2,10.366391,8.582556,6.9103074,5.6743865
67.0,2,V1,14.389675,9.701232,5.5768943,9.61962
67.0,2,LIP,2.2449596,1.078632,0.43293208,1.2061483
67.0,2,a24c,1.0597129,2.0420485,2.6556077,1.5444313
67.0,2,STPc,1.9474064,1.176819,0.74066734,0.93605185
67.0,2,VIP,-0.21745658,0.8325651,0.51678604,0.5656041
67.0,2,Thal,-1.0662181,0.8169852,-0.41963333,0.763933
67.0,2,MST,0.3177175,-1.6984409,-3.8647566,-0.7834697
67.0,2,a46V,1.2755355,-0.31707296,-0.17994395,-0.3626012
67.0,2,Putamen,0.5160153,-0.5354086,-0.37949187,-0.9126409
67.0,2,Ins,1.6461338,-0.07982408,-0.27942902,1.2761519
67.0,2,Caudate,1.5762985,-0.67330915,-1.5000588,-0.39057457
67.0,2,a7op,-1.1345688,-0.17619538,0.8315739,-0.12817661
67.0,2,MB,0.452462,0.5892943,0.11928341,0.28797922
67.0,2,a32,-0.76398724,-1.7156223,-0.4282566,-1.9263237
67.0,2,MIP,-3.1108713,1.0524485,0.78971165,0.9014372
67.0,2,a13,0.475741,0.9656026,0.27581784,1.1491538
67.0,2,V4,1.6838882,1.1801498,0.31587547,0.62130433
67.0,2,V3,4.0887384,1.7807417,-1.2254485,1.1279577
67.0,2,a11,-0.8086868,-0.26710215,-2.1783133,-0.42556095
67.0,2,a45A,0.7396771,1.5316663,-1.6874766,1.2726147
67.0,2,a24D,0.08397911,0.28444982,-0.3439474,-0.9238753
67.0,3,a46D,1.3786093,1.409086,2.2469811,1.8024578
67.0,3,a8B,-0.11224854,1.6406661,1.2223992,1.7671841
67.0,3,F6,1.2761835,1.1371344,1.2829789,0.8036787
67.0,3,a9/46D,0.5036188,0.2984835,-0.07434269,1.3653892
67.0,3,a8M,0.41640407,2.3429863,2.9776566,1.6374639
67.0,3,F7,2.2944539,1.2637339,3.1902347,2.5211046
67.0,3,a8r,0.9176483,1.4614294,1.3499447,0.69098014
67.0,3,a8L,3.3924847,0.34836608,2.4449744,1.7518674
67.0,3,F2,1.240053,-0.15702924,2.211538,0.14407183
67.0,3,a44,1.1875674,0.77974147,1.5642927,0.053186093
67.0,3,F1,1.3291703,-0.7286064,0.41101348,-1.3196319
67.0,3,a3,1.2956461,0.49455398,-0.2761642,2.525565
67.0,3,a2,0.98481005,1.7083418,2.4551995,2.543188
67.0,3,a1,1.2645465,2.6075659,2.8809645,1.1126853
67.0,3,a7B,0.46926683,-0.23678806,1.5449866,-0.64431614
67.0,3,AIP,-0.97319543,-0.122419015,0.11786775,1.0801071
67.0,3,a5,-0.7427487,-0.024184173,0.07631955,1.7945048
67.0,3,TPt,0.81580657,0.38234,2.0463104,0.8022391
67.0,3,a7A,1.0264263,1.0763834,1.8243433,2.0382311
67.0,3,V4t,1.5894706,2.408889,1.4411064,2.2431722
67.0,3,DP,1.7030469,3.0376024,2.074946,2.0317254
67.0,3,MT,1.969238,3.993895,2.2773232,3.1774666
67.0,3,V6A,1.2251695,1.7501395,2.399991,2.3750422
67.0,3,PIP,1.1822189,1.0715835,1.0304365,1.049549
67.0,3,V2,6.425391,6.6985164,5.378841,6.084717
67.0,3,V1,7.211047,6.607815,4.858057,6.7074223
67.0,3,LIP,2.8928158,2.477171,1.514476,1.7649466
67.0,3,a24c,-0.53740287,0.22408463,0.91920054,1.7873523
67.0,3,STPc,1.5062506,2.9406455,1.1925988,1.4572495
67.0,3,VIP,1.6842452,0.3839947,0.88818365,1.4482992
67.0,3,Thal,-0.6248872,0.2138185,1.4128592,0.5194658
67.0,3,MST,-0.40827337,0.43122247,0.16151005,0.94705796
67.0,3,a46V,0.96975976,-0.57715297,0.7191679,-0.065623425
67.0,3,Putamen,0.9304741,1.2432195,-0.16095455,1.5754111
67.0,3,Ins,-1.103383,1.0467255,1.1350013,1.9600036
67.0,3,Caudate,0.18018061,-1.1871347,-0.121974915,-0.21535395
67.0,3,a7op,-1.8904635,0.00981125,0.92540574,0.8979787
67.0,3,MB,1.2024542,0.5096025,1.724417,2.1302774
67.0,3,a32,-0.21423577,-0.76707053,-0.4106674,-0.6563645
67.0,3,MIP,-0.19322476,0.37877873,0.8616564,0.1612811
67.0,3,a13,-0.80388314,-0.14571019,0.37253475,0.22801211
67.0,3,V4,-0.1579269,1.0372776,0.81412834,-0.42054847
67.0,3,V3,0.6303831,2.5184288,1.3113434,2.95764
67.0,3,a11,-0.1308556,-0.17729129,-0.5512673,0.46918944
67.0,3,a45A,1.6376759,0.2756152,-0.07564059,0.2380423
67.0,3,a24D,0.60832745,-0.35666773,-1.5565206,0.39682636
67.0,4,a46D,0.15873407,-0.835532,0.6314639,-0.7458026
67.0,4,a8B,-0.38354442,0.9205501,-0.49919456,0.81655145
67.0,4,F6,2.6092963,-0.60800034,0.5885829,-0.233033
